index,prompt_case,dataset,folder,scenario_idx,track_id,start,end,key_agents,path_relationship,turn_label,priority_label,lane_change_type,lane_change_time,lane_change_time_index,lane_change_end_time,lane_change_end_time_index,type_flag_init
696,cp1,waymo_train,waymo_0-299,118224,294;295;ego,35,41,ego;295,CP,L-S,295,no-need,no-need,no-need,no-need,no-need,None
697,mp2,waymo_train,waymo_0-299,118355,2184;ego,30,51,2184;ego,MP,S-S,ego,HV_front,34,14,52,32,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
698,mp2,waymo_train,waymo_0-299,118427,1806;ego,32,54,1806;ego,MP,S-S,ego,HV_front,35,13,59,37,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
699,mp2,waymo_train,waymo_0-299,118498,1122;ego,38,68,1122;ego,MP,L-S,ego,HV_front,57,29,82,54,"ego与HV在同一车道上, ego在HV后方直行, HV在ego后方向右侧车道变道."
700,mp2,waymo_train,waymo_0-299,55945,387;ego,26,37,387;ego,MP,R-S,ego,HV_front,16,0,28,12,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
701,mp1,waymo_train,waymo_0-299,56193,614;ego,22,45,614;ego,MP,S-S,614,AV_back,42,30,66,54,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
702,mp2,waymo_train,waymo_0-299,118932,575;ego,41,70,575;ego,MP,S-S,ego,HV_front,58,27,74,43,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
703,cp1,waymo_train,waymo_0-299,56228,112;ego,32,40,112;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
704,mp2,waymo_train,waymo_0-299,118961,1860;ego,26,46,1860;ego,MP,S-S,equal,HV_front,29,13,54,38,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
705,mp2,waymo_train,waymo_0-299,56299,1233;ego,33,54,1233;ego,MP,S-S,ego,HV_front,42,19,59,36,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
706,cp1,waymo_train,waymo_0-299,119350,407;ego,29,34,ego;407,CP,L-L,equal,no-need,no-need,no-need,no-need,no-need,None
707,mp2,waymo_train,waymo_0-299,119354,1624;1669;ego,31,48,1669;ego,MP,S-S,1669,HV_front,57,36,65,44,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
708,mp2,waymo_train,waymo_0-299,119354,1669;ego,34,64,1669;ego,MP,S-S,ego,HV_front,57,33,65,41,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
709,mp2,waymo_train,waymo_0-299,119428,1093;ego,21,30,ego;1093,MP,S-L,1093,HV_front,16,5,35,24,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
710,mp2,waymo_train,waymo_0-299,119457,3607;ego,0,10,3607;ego,MP,S-S,ego,HV_front,0,0,14,14,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
711,mp2,waymo_train,waymo_0-299,119458,0;2;ego,25,36,0;ego,MP,S-S,equal,HV_front,38,23,60,45,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
712,mp2,waymo_train,waymo_0-299,119799,2502;ego,0,9,2502;ego,MP,S-S,ego,HV_front,0,0,8,8,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
713,mp2,waymo_train,waymo_0-299,120016,1444;ego,0,6,1444;ego,MP,S-S,equal,HV_front,1,1,11,11,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
714,mp2,waymo_train,waymo_0-299,120032,2117;ego,28,53,2117;ego,MP,S-S,ego,HV_front,39,21,59,41,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
715,mp2,waymo_train,waymo_0-299,5733,1127;ego,0,7,1127;ego,MP,S-S,ego,HV_front,3,3,17,17,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
716,mp2,waymo_train,waymo_0-299,5733,1127;1128;ego,9,14,1127;ego,MP,S-S,1128,HV_front,3,3,17,17,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
717,mp2,waymo_train,waymo_0-299,5737,243;269;ego,4,12,269;ego,MP,S-S,269,HV_front,13,13,30,30,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
718,mp2,waymo_train,waymo_0-299,120175,716;ego,5,30,716;ego,MP,S-S,ego,HV_front,17,17,39,39,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
719,mp2,waymo_train,waymo_0-299,57375,249;ego,28,52,249;ego,MP,S-S,ego,HV_front,36,18,56,38,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
720,mp2,waymo_train,waymo_0-299,12024,583;ego,35,70,583;ego,MP,S-S,ego,HV_front,63,38,72,47,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
721,mp2,waymo_train,waymo_0-299,120242,1381;ego,29,36,1381;ego,MP,S-S,ego,HV_front,24,5,39,20,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
722,mp2,waymo_train,waymo_0-299,120361,747;ego,15,48,747;ego,MP,S-S,ego,HV_front,37,32,71,66,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
723,mp2,waymo_train,waymo_0-299,57633,995;ego,51,61,995;ego,MP,S-S,ego,HV_front,52,11,65,24,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
724,mp2,waymo_train,waymo_0-299,57654,996;ego,37,42,996;ego,MP,S-S,ego,HV_front,38,11,59,32,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
725,mp2,waymo_train,waymo_0-299,120559,2447;ego,5,35,2447;ego,MP,R-S,ego,HV_front,19,19,34,34,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
726,mp2,waymo_train,waymo_0-299,120564,833;ego,22,38,833;ego,MP,S-S,equal,HV_front,32,20,47,35,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
727,cp1,waymo_train,waymo_0-299,120857,1511;ego,31,42,1511;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
728,mp2,waymo_train,waymo_0-299,120868,2324;ego,38,54,2324;ego,MP,S-S,ego,HV_front,28,0,58,30,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
729,cp1,waymo_train,waymo_0-299,120883,1443;ego,30,37,1443;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
730,cp1,waymo_train,waymo_0-299,58006,627;ego,37,51,ego;627,CP,S-L,627,no-need,no-need,no-need,no-need,no-need,None
731,mp1,waymo_train,waymo_0-299,58011,599;ego,9,24,599;ego,MP,S-S,599,AV_back,30,30,47,47,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
732,mp2,waymo_train,waymo_0-299,120926,2428;ego,30,38,2428;ego,MP,S-S,ego,HV_front,20,0,38,18,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
733,cp1,waymo_train,waymo_0-299,58378,404;ego,0,12,404;ego,CP,L-L,equal,no-need,no-need,no-need,no-need,no-need,None
734,mp2,waymo_train,waymo_0-299,5839,1718;ego,0,14,1718;ego,MP,S-S,ego,HV_front,0,0,23,23,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
735,mp2,waymo_train,waymo_0-299,121414,1033;1034;ego,24,47,1033;ego,MP,S-S,1034,HV_front,44,30,57,43,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
736,mp2,waymo_train,waymo_0-299,121414,1033;ego,48,54,1033;ego,MP,S-S,ego,HV_front,44,6,57,19,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
737,mp2,waymo_train,waymo_0-299,58528,501;ego,31,46,501;ego,MP,S-S,ego,HV_front,29,8,54,33,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
738,mp2,waymo_train,waymo_0-299,58627,1129;ego,39,61,1129;ego,MP,S-S,ego,HV_front,47,18,72,43,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
739,mp2,waymo_train,waymo_0-299,58708,243;ego,32,55,243;ego,MP,S-S,ego,HV_front,37,15,59,37,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
740,mp2,waymo_train,waymo_0-299,58710,2030;ego,18,51,2030;ego,MP,S-S,ego,HV_front,38,30,51,43,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
741,mp2,waymo_train,waymo_0-299,58778,419;ego,35,47,419;ego,MP,S-S,ego,HV_front,36,11,56,31,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
742,mp2,waymo_train,waymo_0-299,58863,1957;ego,41,51,1957;ego,MP,S-S,ego,HV_front,35,4,64,33,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
743,mp2,waymo_train,waymo_0-299,121851,1844;ego,29,60,1844;ego,MP,S-S,ego,HV_front,45,26,65,46,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
744,mp2,waymo_train,waymo_0-299,121859,2369;ego,0,26,2369;ego,MP,S-S,ego,HV_front,9,9,30,30,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
745,mp2,waymo_train,waymo_0-299,121892,518;ego,36,49,518;ego,MP,S-S,ego,HV_front,31,5,52,26,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
746,mp2,waymo_train,waymo_0-299,58977,415;ego,26,31,415;ego,MP,R-L,ego,HV_front,38,22,53,37,"ego与HV在同一车道上, ego在HV后方直行, HV在ego前方向左侧车道变道."
747,mp1,waymo_train,waymo_0-299,121949,0;ego,33,38,0;ego,MP,S-S,0,AV_back,34,11,53,30,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
748,mp2,waymo_train,waymo_0-299,59102,2509;ego,46,66,2509;ego,MP,S-S,ego,HV_front,51,15,52,16,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
749,mp2,waymo_train,waymo_0-299,59102,2509;2512;ego,37,45,2509;ego,MP,S-S,2512,HV_front,51,24,52,25,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
750,mp2,waymo_train,waymo_0-299,5904,88;ego,0,6,88;ego,MP,S-S,ego,HV_front,6,6,26,26,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
751,mp2,waymo_train,waymo_0-299,59149,1620;ego,5,21,1620;ego,MP,S-S,ego,HV_front,22,22,36,36,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
752,mp1,waymo_train,waymo_0-299,59181,1137;1142;ego,22,30,1142;ego,MP,S-S,1137,AV_back,18,6,46,34,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
753,mp2,waymo_train,waymo_0-299,59303,2497;ego,0,10,2497;ego,MP,S-S,ego,HV_front,0,0,19,19,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
754,mp2,waymo_train,waymo_0-299,59426,1139;ego,12,21,1139;ego,MP,S-S,ego,HV_front,14,12,38,36,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
755,mp2,waymo_train,waymo_0-299,122468,2336;ego,24,51,2336;ego,MP,S-S,ego,HV_front,36,22,53,39,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
756,mp2,waymo_train,waymo_0-299,122963,1792;ego,18,43,1792;ego,MP,S-S,ego,HV_front,32,24,47,39,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
757,mp2,waymo_train,waymo_0-299,5984,1716;ego,38,61,1716;ego,MP,S-S,ego,HV_front,48,20,65,37,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
758,mp2,waymo_train,waymo_0-299,59865,1435;ego,0,11,1435;ego,MP,S-S,ego,HV_front,3,3,14,14,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
759,mp2,waymo_train,waymo_0-299,59879,5;ego,37,55,5;ego,MP,S-S,ego,HV_front,39,12,64,37,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
760,mp2,waymo_train,waymo_0-299,59938,919;ego,0,4,919;ego,MP,S-S,equal,HV_front,0,0,8,8,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
761,mp2,waymo_train,waymo_0-299,60104,3215;ego,37,53,3215;ego,MP,S-S,ego,HV_front,32,5,62,35,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
762,cp1,waymo_train,waymo_0-299,60161,1667;ego,25,30,ego;1667,CP,S-L,1667,no-need,no-need,no-need,no-need,no-need,None
763,mp1,waymo_train,waymo_0-299,123269,2055;ego,13,28,2055;ego,MP,S-S,2055,AV_back,30,27,51,48,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
764,mp2,waymo_train,waymo_0-299,123433,64;ego,7,12,ego;64,MP,L-R,64,HV_front,4,4,11,11,"ego与HV在同一车道上, ego在HV后方直行, HV在ego后方向右侧车道变道."
765,mp2,waymo_train,waymo_0-299,123557,647;ego,26,52,647;ego,MP,S-S,ego,HV_front,37,21,51,35,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
766,mp2,waymo_train,waymo_0-299,60477,1673;ego,35,66,1673;ego,MP,S-S,ego,HV_front,51,26,65,40,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
767,mp2,waymo_train,waymo_0-299,123627,1606;ego,32,53,1606;ego,MP,S-S,ego,HV_front,32,10,61,39,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
768,mp2,waymo_train,waymo_0-299,60506,3148;ego,33,61,3148;ego,MP,S-S,ego,HV_front,49,26,67,44,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
769,mp2,waymo_train,waymo_0-299,60575,1430;ego,40,49,1430;ego,MP,S-S,equal,HV_front,30,0,53,23,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
770,mp2,waymo_train,waymo_0-299,123813,89;ego,45,51,89;ego,MP,S-S,ego,HV_front,38,3,59,24,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
771,cp1,waymo_train,waymo_0-299,123816,1865;ego,29,42,ego;1865,CP,S-L,1865,no-need,no-need,no-need,no-need,no-need,None
772,mp2,waymo_train,waymo_0-299,60682,194;ego,20,31,194;ego,MP,S-S,ego,HV_front,19,9,35,25,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
773,mp2,waymo_train,waymo_0-299,123869,1095;ego,39,68,1095;ego,MP,S-S,ego,HV_front,56,27,72,43,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
774,mp2,waymo_train,waymo_0-299,60754,364;ego,2,15,364;ego,MP,S-S,equal,HV_front,0,0,14,14,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
775,mp2,waymo_train,waymo_0-299,60754,364;365;ego,0,5,364;ego,MP,S-S,equal,HV_front,0,0,14,14,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
776,mp2,waymo_train,waymo_0-299,60773,3864;ego,19,46,3864;ego,MP,S-S,ego,HV_front,34,25,52,43,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
777,mp2,waymo_train,waymo_0-299,123979,1692;ego,38,62,1692;ego,MP,S-S,ego,HV_front,47,19,64,36,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
778,mp2,waymo_train,waymo_0-299,6088,27;8;ego,35,41,8;ego,MP,S-S,8,HV_front,38,13,57,32,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
779,mp2,waymo_train,waymo_0-299,124215,1382;ego,0,5,1382;ego,MP,S-S,ego,HV_front,0,0,15,15,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
780,mp2,waymo_train,waymo_0-299,61036,243;269;ego,24,32,269;ego,MP,S-S,269,HV_front,33,19,50,36,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
781,mp2,waymo_train,waymo_0-299,124275,2971;ego,0,15,2971;ego,MP,S-S,ego,HV_front,0,0,19,19,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
782,mp2,waymo_train,waymo_0-299,124375,1565;ego,0,30,1565;ego,MP,S-S,ego,HV_front,20,20,32,32,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
783,cp1,waymo_train,waymo_0-299,124480,822;ego,14,18,822;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
784,mp2,waymo_train,waymo_0-299,61287,1742;ego,0,8,1742;ego,MP,S-S,ego,HV_front,0,0,9,9,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
785,mp2,waymo_train,waymo_0-299,124510,1591;ego,0,15,1591;ego,MP,S-S,ego,HV_front,0,0,26,26,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
786,mp2,waymo_train,waymo_0-299,124651,1829;ego,32,62,1829;ego,MP,S-S,ego,HV_front,22,0,36,14,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
787,mp2,waymo_train,waymo_0-299,124521,1060;ego,49,74,1060;ego,MP,S-S,ego,HV_front,64,25,85,46,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
788,mp2,waymo_train,waymo_0-299,124521,1058;ego,25,34,1058;ego,MP,S-S,ego,HV_front,29,14,57,42,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
789,mp2,waymo_train,waymo_0-299,124566,3199;ego,7,34,3199;ego,MP,S-S,ego,HV_front,23,23,37,37,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
790,mp2,waymo_train,waymo_0-299,61434,1240;ego,41,51,1240;ego,MP,S-S,ego,HV_front,39,8,55,24,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
791,mp2,waymo_train,waymo_0-299,61503,2439;ego,11,28,2439;ego,MP,S-S,ego,HV_front,18,17,33,32,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
792,mp2,waymo_train,waymo_0-299,61523,506;ego,4,27,506;ego,MP,S-S,ego,HV_front,18,18,33,33,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
793,mp2,waymo_train,waymo_0-299,61532,1550;ego,47,68,1550;ego,MP,S-S,ego,HV_front,56,19,73,36,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
794,mp1,waymo_train,waymo_0-299,61547,1803;ego,23,54,1803;ego,MP,S-S,1803,AV_back,52,39,69,56,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
795,mp2,waymo_train,waymo_0-299,124902,940;ego,30,53,940;ego,MP,S-S,ego,HV_front,27,7,34,14,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
796,mp2,waymo_train,waymo_0-299,61833,881;ego,21,38,881;ego,MP,S-S,ego,HV_front,24,13,40,29,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
797,mp2,waymo_train,waymo_0-299,61881,1960;ego,0,9,1960;ego,MP,S-S,ego,HV_front,0,0,31,31,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
798,mp2,waymo_train,waymo_0-299,6193,1733;ego,37,62,1733;ego,MP,S-S,ego,HV_front,43,16,61,34,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
799,mp2,waymo_train,waymo_0-299,6203,1730;ego,3,10,1730;ego,MP,S-S,ego,HV_front,0,0,13,13,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
800,mp2,waymo_train,waymo_0-299,125480,1599;ego,30,50,1599;ego,MP,S-S,ego,HV_front,30,10,60,40,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
801,cp1,waymo_train,waymo_0-299,125596,18;ego,35,47,18;ego,CP,L-S,ego,no-need,no-need,no-need,no-need,no-need,None
802,mp2,waymo_train,waymo_0-299,125604,1702;ego,17,34,1702;ego,MP,S-S,ego,HV_front,19,12,36,29,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
803,mp2,waymo_train,waymo_0-299,62308,2415;ego,25,46,2415;ego,MP,S-S,ego,HV_front,33,18,49,34,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
804,mp2,waymo_train,waymo_0-299,125647,2235;ego,35,49,2235;ego,MP,S-S,ego,HV_front,31,6,52,27,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
805,mp2,waymo_train,waymo_0-299,62325,711;ego,36,44,711;ego,MP,S-S,ego,HV_front,26,0,49,23,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
806,mp2,waymo_train,waymo_0-299,62540,43;50;ego,18,32,43;ego,MP,S-S,50,HV_front,34,26,48,40,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
807,mp2,waymo_train,waymo_0-299,62540,43;ego,33,49,43;ego,MP,S-S,ego,HV_front,34,11,48,25,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
808,mp1,waymo_train,waymo_0-299,125891,273;ego,0,14,273;ego,MP,S-S,273,AV_back,8,8,36,36,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
809,cp1,waymo_train,waymo_0-299,125970,630;ego,0,10,ego;630,CP,S-L,630,no-need,no-need,no-need,no-need,no-need,None
810,mp1,waymo_train,waymo_0-299,62654,566;ego,0,11,566;ego,MP,S-S,566,AV_back,7,7,31,31,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
811,mp2,waymo_train,waymo_0-299,126039,1471;ego,33,40,1471;ego,MP,S-S,ego,HV_front,33,10,53,30,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
812,mp2,waymo_train,waymo_0-299,62802,545;ego,52,67,545;ego,MP,S-S,ego,HV_front,53,11,70,28,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
813,mp2,waymo_train,waymo_0-299,62802,539;545;ego,40,51,545;ego,MP,S-S,545,HV_front,53,23,70,40,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
814,mp2,waymo_train,waymo_0-299,126169,207;ego,46,50,207;ego,MP,S-S,ego,HV_front,48,12,52,16,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
815,mp2,waymo_train,waymo_0-299,62881,772;ego,0,7,772;ego,MP,S-S,ego,HV_front,0,0,12,12,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
816,mp2,waymo_train,waymo_0-299,62916,147;ego,38,58,147;ego,MP,S-S,ego,HV_front,46,18,57,29,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
817,cp1,waymo_train,waymo_0-299,126269,73;ego,16,33,ego;73,CP,R-L,ego,no-need,no-need,no-need,no-need,no-need,None
818,mp2,waymo_train,waymo_0-299,126324,1445;ego,7,30,1445;ego,MP,S-S,ego,HV_front,16,16,31,31,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
819,mp1,waymo_train,waymo_0-299,62972,514;ego,10,23,514;ego,MP,S-S,514,AV_back,17,17,41,41,"ego在HV右侧车道, HV直行, ego在其右后方, 向左变道到HV所在车道."
820,mp2,waymo_train,waymo_0-299,126541,2158;ego,0,5,2158;ego,MP,S-S,ego,HV_front,0,0,21,21,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
821,mp2,waymo_train,waymo_0-299,63116,1515;ego,1,6,1515;ego,MP,S-S,ego,HV_front,0,0,10,10,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
822,mp2,waymo_train,waymo_0-299,63289,430;ego,0,13,430;ego,MP,S-S,ego,HV_front,0,0,14,14,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
823,mp2,waymo_train,waymo_0-299,126836,2217;ego,34,58,2217;ego,MP,S-S,ego,HV_front,45,21,62,38,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
824,mp2,waymo_train,waymo_0-299,126797,1011;ego,38,56,1011;ego,MP,S-S,equal,HV_front,45,17,61,33,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
825,mp2,waymo_train,waymo_0-299,63509,1274;ego,0,15,1274;ego,MP,S-S,ego,HV_front,1,1,19,19,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
826,mp2,waymo_train,waymo_0-299,63545,1558;ego,38,67,1558;ego,MP,S-S,ego,HV_front,53,25,70,42,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
827,mp2,waymo_train,waymo_0-299,63584,1;ego,37,62,1;ego,MP,L-S,ego,HV_front,52,25,67,40,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
828,mp2,waymo_train,waymo_0-299,127087,447;ego,5,31,447;ego,MP,S-S,ego,HV_front,20,20,34,34,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
829,mp2,waymo_train,waymo_0-299,63716,3;ego,3,9,3;ego,MP,S-S,ego,HV_front,0,0,28,28,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
830,mp2,waymo_train,waymo_0-299,12715,947;ego,6,11,947;ego,MP,S-S,ego,HV_front,0,0,20,20,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
831,mp1,waymo_train,waymo_0-299,63730,312;ego,4,14,312;ego,MP,S-S,312,AV_back,12,12,34,34,"ego在HV左侧车道, HV直行, ego在其左后方, 向右变道到HV所在车道."
832,mp2,waymo_train,waymo_0-299,63875,2320;ego,25,34,2320;ego,MP,S-S,ego,HV_front,15,0,39,24,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
833,mp2,waymo_train,waymo_0-299,63877,2475;ego,4,31,2475;ego,MP,S-S,ego,HV_front,16,16,32,32,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
834,mp2,waymo_train,waymo_0-299,63771,58;ego,0,11,58;ego,MP,S-S,ego,HV_front,0,0,16,16,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
835,mp2,waymo_train,waymo_0-299,63911,530;ego,0,24,530;ego,MP,S-S,ego,HV_front,14,14,25,25,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
836,mp2,waymo_train,waymo_0-299,127442,825;ego,19,49,825;ego,MP,S-S,ego,HV_front,32,23,52,43,"HV在ego右侧车道, ego直行, HV在其右前方, 向左变道到ego所在车道."
837,mp2,waymo_train,waymo_0-299,127476,2607;2610;ego,40,44,2610;ego,MP,R-S,2610,HV_front,45,15,67,37,"HV在ego左侧车道, ego直行, HV在其左前方, 向右变道到ego所在车道."
