index,data_source,TTC,PET,a_p,a_l,jerk,yaw_rate,task_time,avg_delay,IO,impact,score
245,waymo_raw data,1,0.10752843,1,1,0.714285714,1,0.225739545,0.24762662,0.255954746,1,0.233333333
246,waymo_raw data,1,1,1,1,0.333333333,1,0.721613751,0.817979119,0.575946425,0.988929085,0.933333333
247,waymo_raw data,1,1,1,1,0.738095238,1,0.73035526,0.77844542,0.649396647,0.937406318,0.9
248,waymo_raw data,1,1,0.955555556,0.911111111,0.462962963,1,0.475243624,0.594174183,0.944585411,0.996402005,0.7
249,waymo_raw data,1,1,1,0.958333333,0.909090909,1,0.689438294,0.880930379,0.087941612,1,0.9
250,waymo_raw data,1,1,0.666666667,1,0.428571429,1,0.660221661,0.381661663,0.99659843,1,0.633333333
251,waymo_raw data,1,1,1,0.947368421,0.928571429,1,0.736156741,0.78408783,0.090414264,0.997562387,0.733333333
252,waymo_raw data,1,0.050388112,1,1,0.725490196,1,0.554721587,0.03300798,0.948094776,1,0.2
253,waymo_raw data,1,1,1,1,0.807017544,1,0.651079097,0.721091402,0.648740345,0.990120268,0.833333333
254,waymo_raw data,1,1,1,1,0.634615385,1,0.519607803,0.036446164,0.017738676,1,0.866666667
255,waymo_raw data,1,0.398917759,1,0.977272727,0.413793103,1,0.445331273,0.273609027,0.486611332,1,0.3
256,waymo_raw data,1,0.472366553,1,0.977777778,0.540540541,1,0.360402643,0.391938373,0.212252893,0.908590901,0.6
257,waymo_raw data,1,0.156452943,0.595744681,0.553191489,0.298245614,1,0.603100703,0,0.099064089,0.992527276,0.233333333
258,waymo_raw data,1,0.156452943,0.644067797,0.610169492,0.4,1,0.601943012,0.638354663,0.024571017,0.945474357,0.366666667
259,waymo_raw data,1,0.286504797,0.925,0,0.666666667,0.7,0.481387999,0.257227231,0.955553526,1,0.633333333
260,waymo_raw data,1,0.050945441,1,1,0.674418605,1,0.419928882,0.480125409,0.91738274,1,0.2
261,waymo_raw data,1,0.737860866,1,1,0.9,1,0.646968327,0.67490192,0.163016281,1,0.266666667
262,waymo_raw data,1,0.199089661,1,0.693877551,0.605263158,1,0.996306547,0.414059329,0.251573027,1,0.233333333
263,waymo_raw data,1,0.050792834,1,0.754385965,0.891304348,1,0.437562255,0.485219832,0.246752233,1,0.366666667
264,waymo_raw data,1,0.053772129,1,1,0.75862069,1,0.145670329,0.358067857,0.406496523,1,0.233333333
265,waymo_raw data,1,1,1,0.717391304,0.84,1,0.187737113,0.094408965,0.133378469,1,0.866666667
266,waymo_raw data,1,1,1,0.872727273,0.642857143,1,0.694292943,0.9095102,0.132368565,1,0.766666667
267,waymo_raw data,0.062118801,1,0.897435897,0,0.517241379,0.769230769,0.503497589,0.295251706,0.189740191,1,0.566666667
268,waymo_raw data,0.581204504,1,0.659090909,1,0.58490566,1,0.611369781,0.666817055,0.397040571,1,0.933333333
269,waymo_raw data,1,1,1,1,0.407407407,1,0.735327364,0.596524496,0.419252031,1,0.9
270,waymo_raw data,1,1,1,1,0.744186047,1,0.776194828,0.695167654,0.633593195,1,0.733333333
271,waymo_raw data,1,0.517368444,0.951219512,1,0.661538462,1,1,0.303451319,0.34841652,1,0.566666667
272,waymo_raw data,1,1,1,1,0.923076923,1,0.70849818,0.858145205,0.601834396,1,0.9
273,waymo_raw data,1,1,1,1,0.714285714,1,0.511251997,0.466893011,0.934806099,1,0.916666667
274,waymo_raw data,1,1,0.507692308,1,0.533333333,1,0.372339249,0.577158858,0.585825375,1,0.766666667
275,waymo_raw data,1,1,1,1,0.888888889,1,0.686235093,0.800602866,0.477997122,1,0.966666667
276,waymo_raw data,1,1,1,1,0.537037037,1,0.602800115,0.570412917,0.098355923,1,0.966666667
277,waymo_raw data,1,1,0.971014493,0,0.654545455,1,0.664045318,0.846856946,0.469941579,1,0.733333333
278,waymo_raw data,1,1,0.927272727,1,0.960784314,1,0.663937563,0.852162683,0.592511891,1,0.733333333
279,waymo_raw data,1,1,0.945945946,1,0.716666667,1,0.478250257,0.719938974,0.564227629,1,0.833333333
280,waymo_raw data,1,0.694891195,0.928571429,1,0.6,1,0.96413857,0.626167534,0.010037664,1,0.733333333
281,waymo_raw data,1,0.398917759,1,0.977777778,0.851851852,1,0.447194287,0.455361433,0.341066659,1,0.366666667
282,waymo_raw data,1,1,0.955555556,0.711111111,0.447368421,1,0.595777278,0.711389599,0.286504797,1,0.7
283,waymo_raw data,1,1,1,1,0.714285714,1,0.539545841,0.58497288,0.407939491,1,0.866666667
284,waymo_raw data,1,0.3204593,1,0.279069767,0.810344828,1,0.522557915,0.623712884,0.507118635,0.981228623,0.6
285,waymo_raw data,1,0.10752843,1,1,0.491525424,1,0.225739545,0.24762662,0.255954746,1,0.2
286,waymo_raw data,1,1,1,0.941176471,0.90625,1,0.585281676,0.055481535,0.991212526,0.976925818,0.766666667
287,waymo_raw data,1,1,1,1,0.681818182,1,0.703562078,0.825276708,0.467825273,1,0.933333333
288,waymo_raw data,1,1,1,1,0.960784314,1,0.656381197,0.806550937,0.504089069,1,0.866666667
289,waymo_raw data,1,1,1,0.976190476,0.843137255,1,0.478355278,1,0.535579344,1,0.633333333
290,waymo_raw data,1,0.199089661,1,0.693877551,0.701754386,1,0.996306547,1,0.233220578,1,0.266666667
291,waymo_raw data,1,1,1,0.745098039,0.510204082,1,0.608495476,0.78529183,0.472633881,1,0.766666667
292,waymo_raw data,1,0.694891195,0.930232558,1,0.636363636,1,0.968945083,0.570510575,0.29969125,1,0.7
293,waymo_raw data,1,1,1,1,0.71875,1,0.75719573,0.782930092,0.615241041,1,0.966666667
294,waymo_raw data,1,1,1,1,0.763636364,1,0.582765171,0.683719019,0.537480958,1,0.966666667
295,waymo_raw data,1,1,1,1,0.8,1,0.567272755,0.15082518,0.562358818,1,0.766666667
296,waymo_raw data,1,1,1,1,0.520833333,1,0.749182986,0.813430965,0.168521421,1,0.933333333
297,waymo_raw data,1,1,1,0.975609756,0.925,1,0.58298813,0.743896076,0.592081354,1,0.933333333
298,waymo_raw data,1,1,0.966666667,0.416666667,0.428571429,1,0.293826868,0.918682637,0.442436588,1,0.966666667
299,waymo_raw data,1,1,1,1,0.625,1,0.675087069,0.276964389,0.528411629,1,0.833333333
300,waymo_raw data,1,1,1,0.913043478,0.575757576,1,0.603102294,0.529970122,0.130823472,0.9344231,0.766666667
301,waymo_raw data,1,1,1,0.675675676,0.542857143,1,0.574468487,0.887719199,0.838569309,1,0.766666667
302,waymo_raw data,1,0.050388112,1,1,0.945945946,1,0.554721587,0.093357556,0.948094776,1,0.133333333
303,waymo_raw data,1,0.051922659,1,1,0.678571429,1,0.556857852,0.317556924,0.224568163,0.774515824,0.266666667
304,waymo_raw data,1,1,0.925925926,1,0.673076923,1,0.746061145,0.840641586,0.606707456,1,0.6
305,waymo_raw data,1,1,0.983606557,0.885245902,0.457142857,1,0.668521703,0.760911344,0.569842332,1,0.466666667
306,waymo_raw data,1,1,1,1,0.555555556,1,0.638428118,0.738422522,0.613008911,1,0.9
307,waymo_raw data,1,0.108500554,1,1,0.666666667,1,0.225629938,0.246583042,0.460921412,1,0.2
308,waymo_raw data,1,0.10752843,1,1,0.526315789,1,0.225739545,0.24762662,0.255954746,1,0.233333333
309,waymo_raw data,1,1,0.906976744,0.76744186,0.693548387,1,0.611466985,0.63910194,0.11547124,0.931297006,0.666666667
310,waymo_raw data,1,1,1,1,0.534883721,1,0.741275356,0.792243671,0.619673868,1,0.866666667
311,waymo_raw data,1,1,1,0.973684211,0.46875,1,1,0.520982901,0.65642516,1,0.733333333
312,waymo_raw data,1,1,1,1,0.424242424,1,0.508227657,0.68246438,0.557504599,1,0.933333333
313,waymo_raw data,1,0.051922659,1,1,0.6,1,0.556857852,0.445539968,0.236459236,0.892374143,0.233333333
314,waymo_raw data,1,1,1,0.913043478,0.767857143,1,0.378079714,0.327161259,0.988571953,1,0.766666667
315,waymo_raw data,1,0.115671616,1,1,0.90625,1,0.225629938,0.281732761,0.462064492,1,0.266666667
316,waymo_raw data,1,1,1,1,0.648648649,1,0.605924752,0.850044613,0.604368259,1,0.866666667
317,waymo_raw data,1,0.067609958,0.901639344,1,0.578947368,1,0.351756753,0.381213706,0.198907903,0.884222122,0.2
318,waymo_raw data,0.964740047,1,0.796296296,1,0.6,1,0.775895301,0.838960592,0.414324115,1,0.533333333
319,waymo_raw data,1,1,1,0.94,0.545454545,1,0.700910173,0.730116084,0.949957478,0.996467371,0.766666667
320,waymo_raw data,1,1,0.871794872,1,0.787234043,1,0.689658246,0,0.571007452,1,1
321,waymo_raw data,1,1,1,0.9,0.425,1,0.629004983,0.713847578,0.806449743,1,0.9
322,waymo_raw data,1,1,1,1,0.289473684,1,0.73675783,0.843559231,0.531969168,1,0.966666667
323,waymo_raw data,0.04699368,0.603505575,1,1,0.607142857,1,0.888894101,0.145413509,0.0922425,1,0.266666667
324,waymo_raw data,1,1,0.881355932,1,0.612903226,1,0.533015001,0.120827629,0.492618953,1,0.733333333
325,waymo_raw data,0.964740047,1,0.78,1,0.911111111,1,0.768441444,0.831528682,0.510913858,1,0.433333333
326,waymo_raw data,0.041388975,0.061544179,0.923076923,0.25,0.626865672,0.653846154,0.179102874,0.292707516,0.489267214,0.860571772,0.233333333
327,waymo_raw data,1,1,0.971014493,0,0.631578947,1,0.664045318,0.846856946,0.469941579,1,0.833333333
328,waymo_raw data,1,1,1,1,0.903846154,1,0.555931152,0.092347274,0.959876401,0.993555872,0.8
329,waymo_raw data,1,0.517368444,0.951219512,1,0.568627451,1,1,1,0.34841652,1,0.566666667
330,waymo_raw data,0.049060137,0.057902194,0.882352941,0.784313725,0.618181818,1,0.669190124,0.823352525,0.245010281,0.915300791,0.366666667
331,waymo_raw data,1,1,0.914893617,1,0.637931034,1,0.728346846,0.757100684,0.362798147,1,0.933333333
332,waymo_raw data,1,1,1,1,0.770491803,1,0.733767922,0.819160923,0.615437529,1,0.933333333
333,waymo_raw data,1,0.058601206,1,1,0.466666667,1,0.319580742,0.952591059,0.426325543,0.995810481,0.233333333
334,waymo_raw data,1,1,0.983870968,1,0.574468085,1,0.653960415,0.768370592,0.409591527,1,0.866666667
335,waymo_raw data,1,1,1,0.976190476,0.6875,1,0.478355278,0.680219538,0.412208504,1,0.733333333
336,waymo_raw data,1,1,1,1,0.631578947,1,0.715367559,0.76402548,0.887421449,1,0.9
337,waymo_raw data,1,1,1,1,0.711864407,1,0.781695387,0.840381863,0.544829584,1,0.933333333
338,waymo_raw data,1,1,0.981132075,0.528301887,0.882352941,1,0.618744956,0.733395743,0.428722317,1,0.566666667
339,waymo_raw data,1,1,0.961538462,1,0.976190476,1,0.709023386,0.757025768,0.934172014,1,0.7
340,waymo_raw data,1,1,1,0.98245614,0.357142857,1,0.634246738,0.458269205,0.866787059,0.976386919,0.8
341,waymo_raw data,1,1,1,1,0.659090909,1,0.681861958,0.794597293,0.141836798,1,0.933333333
342,waymo_raw data,1,1,1,0.953488372,0.852941176,1,0.667419164,0.718841584,0.605248852,1,0.766666667
343,waymo_raw data,1,0.205152843,1,1,0.4,1,0.554481592,0.940646217,0.994007871,0.972134394,0.633333333
344,waymo_raw data,1,0.050237174,0.808510638,0.765957447,0.872727273,1,0.50550247,0.761662848,0.366709244,0.986634994,0.233333333
345,waymo_raw data,1,0.050792834,1,0.754385965,0.534883721,1,0.437562255,0.485219832,0.996734217,1,0.266666667
346,waymo_raw data,1,0.050792834,0.549019608,0.960784314,0.659090909,1,0.850659913,1,0.030514917,1,0.35
347,waymo_raw data,1,1,1,1,0.675675676,1,0.652926489,0.717315216,0.014948281,1,0.933333333
348,waymo_raw data,1,1,1,1,0.395348837,1,0.741227225,0,0.899209313,1,0.833333333
349,waymo_raw data,1,1,1,1,0.655172414,1,0.730273656,0.791040404,0.545873957,1,0.8
350,waymo_raw data,0.082530596,0.051354639,1,0.6,0.677966102,1,0.239961434,0.237923198,0.017634607,1,0.366666667
351,waymo_raw data,1,1,1,1,0.785714286,1,0.499002687,0.130455455,0.095443669,1,0.8
352,waymo_raw data,1,1,1,0.849056604,0.811320755,1,0.678189136,0.856628372,0.125625491,1,0.733333333
353,waymo_raw data,1,0.339595526,0.9375,0.71875,0.927272727,1,1,1,0.645508921,1,0.333333333
354,waymo_raw data,1,1,0.641025641,1,0.857142857,1,0.651244748,0.911785971,0.401036186,1,0.666666667
355,waymo_raw data,0.034541671,1,0.7,1,0.564102564,1,0.388607288,1,0.348170665,1,0.866666667
356,waymo_raw data,1,0.059249378,1,1,0.291666667,1,0.272102615,0.289577479,0.495091289,1,0.233333333
357,waymo_raw data,1,1,1,1,0.827586207,1,0.720201446,0.512387292,0.126554781,1,0.9
358,waymo_raw data,1,1,1,1,0.581395349,1,0.73367741,0.809779255,0.541764317,1,0.9
359,waymo_raw data,1,1,0.966101695,0.559322034,0.549019608,1,0.679149912,0.79499897,0.400096887,1,0.866666667
360,waymo_raw data,1,1,1,1,0.679245283,1,0.778213437,0.832957241,0.576109006,1,0.866666667
361,waymo_raw data,1,1,1,1,0.833333333,1,0.728984251,0.710370461,0.53417298,1,0.866666667
362,waymo_raw data,1,1,1,1,0.933333333,1,0.778213437,0.832957241,0.576109006,1,0.866666667
363,waymo_raw data,1,1,1,0.980392157,0.682926829,1,0.464274641,0.853032104,0.447302782,1,0.966666667
364,waymo_raw data,0.315239,0.082084999,0.58974359,0.256410256,0.063829787,1,0.771597157,0.182003484,0.775049761,1,0.333333333
365,waymo_raw data,1,1,0.416666667,0.25,0.034482759,0.861111111,0.221489486,0.831653292,0.006759672,1,0.666666667
366,waymo_raw data,1,0.570067787,0.651162791,0.395348837,0.029411765,1,0.326605325,0.39429245,0.016350433,1,0.533333333
367,waymo_raw data,1,0.564960196,0.702702703,0.351351351,0.05,1,0.845487653,0.404740001,0.127290842,0.9795613,0.666666667
368,waymo_raw data,1,0.233633881,0.642857143,0.452380952,0.056603774,0.952380952,0.275076497,0.376734197,0.437266403,1,0.5
369,waymo_raw data,1,0.100761393,0.375,0.5,0.090909091,1,0.633489745,0.243943245,0.231110692,1,0.266666667
370,waymo_raw data,0.021932606,0.061852671,0.576923077,0.403846154,0.024390244,1,0.222118415,0.317382394,0.072810111,0.936250407,0.266666667
371,waymo_raw data,0.421220988,0.05447573,0.923076923,0.641025641,0.263157895,1,0.230479031,0.108850376,0.100374084,1,0.666666667
372,waymo_raw data,0.040283443,0.110581774,0.487179487,0.256410256,0.076923077,1,0.204475276,0.418426102,0.429449522,1,0.433333333
373,waymo_raw data,1,0.28593236,0.612903226,0.677419355,0.027027027,1,0.235882152,0.35107661,0.025255342,1,0.533333333
374,waymo_raw data,0.110763683,1,0.692307692,0.435897436,0.12195122,1,0.361982812,0.629734905,0.285292204,1,0.633333333
375,waymo_raw data,0.090054558,0.178887171,0.236842105,0.526315789,0.024390244,1,0.166667334,0.347272868,0.149405294,0.961827654,0.366666667
376,waymo_raw data,1,1,0.5,0.411764706,0.081081081,0.970588235,1,0.440571238,0.999924925,1,0.6
377,waymo_raw data,1,1,0.461538462,0.307692308,0.27027027,1,0.894780625,0.173462445,0.813766266,0.989122017,0.766666667
378,waymo_raw data,0.032535362,0.186187695,0.70212766,0.063829787,0.086956522,0.829787234,0.445707973,0.157125383,0.626779457,1,0.533333333
379,waymo_raw data,0.162472247,0.755028335,0.5,0.326086957,0.041666667,0.956521739,0.26169267,0.455568822,0.173713267,0.827647962,0.533333333
380,waymo_raw data,0.121174454,0.05244449,0.186046512,0.325581395,0.088888889,1,0.257114715,0.264200632,0.061887021,1,0.4
381,waymo_raw data,0.494833736,1,0.425,0.5,0.0625,0.975,1,0.195824576,0.045743446,1,0.433333333
382,waymo_raw data,1,1,0.457142857,0.514285714,0.054545455,1,0.577446103,0.326476645,0.525146102,0.931278899,0.766666667
383,waymo_raw data,0.06814258,0.404137545,0.303030303,0.272727273,0.043478261,1,1,0.399318094,0.011860642,0.899524144,0.7
384,waymo_raw data,0.101816169,0.409835262,0.512820513,0.282051282,0.19047619,1,0.530419662,0.190244226,0.462854402,1,0.5
385,waymo_raw data,1,0.300893168,0.45,0.375,0.048780488,0.85,0.168597075,0.839136993,0.999984337,0.999268843,0.533333333
386,waymo_raw data,1,0.16546427,0.37254902,0.31372549,0.255813953,0.921568627,0.313436216,0.260158922,0.236737661,1,0.4
387,waymo_raw data,1,0.246843684,0.448979592,0.326530612,0.058823529,0.979591837,0.150095882,0.483485285,0.9986273,0.97080612,0.466666667
388,waymo_raw data,1,0.212885674,0.620689655,0.551724138,0.021276596,1,0.522357124,0.545405653,0.150261092,1,0.633333333
389,waymo_raw data,1,0.341981034,0.448979592,0.244897959,0.076923077,1,0.863586278,0.409987977,0.315391689,0.905551736,0.633333333
390,waymo_raw data,1,0.180685017,0.380952381,0.333333333,0.071428571,0.904761905,0.275870095,0.253172771,0.016672783,1,0.533333333
391,waymo_raw data,1,0.62688009,0.590909091,0.522727273,0.041666667,0.977272727,1,0.23849077,0.490403103,0.995236003,0.7
392,waymo_raw data,1,0.209506608,0.583333333,0.305555556,0,1,0.672365093,0.263943342,0.544014455,1,0.6
393,waymo_raw data,1,0.050894521,0.409090909,0.522727273,0.043478261,0.954545455,1,0.316598571,0.259808447,0.996829853,0.433333333
394,waymo_raw data,0.064647501,0.06360902,0.4375,0.375,0.06,1,0.716337095,0.238645851,0.786838565,1,0.433333333
395,waymo_raw data,0.139398292,1,0.484848485,0.333333333,0.075,0.96969697,1,0.115134349,0.621580137,1,0.633333333
396,waymo_raw data,0.315239,0.085520429,0.615384615,0.282051282,0.2,1,0.771524249,0.181802588,0.77425781,1,0.3
397,waymo_raw data,1,0.185629969,0.581395349,0.441860465,0.106382979,0.976744186,1,0.199922425,0.507639514,1,0.633333333
398,waymo_raw data,1,0.195538107,0.743589744,0.512820513,0.048780488,0.769230769,0.275704363,0.574108408,0.022466289,1,0.433333333
399,waymo_raw data,1,1,0.418604651,0.255813953,0.11627907,1,0.883741077,0.217069231,0.572904444,0.968985489,0.7
400,waymo_raw data,0.244828201,1,0.564102564,0.58974359,0.15625,0.974358974,1,0.199403258,0.574788187,1,0.566666667
401,waymo_raw data,0.200627291,1,0.435897436,0.358974359,0,0.974358974,1,0.151259805,0.302659738,1,0.333333333
402,waymo_raw data,1,0.424433475,0.658536585,0.56097561,0.057142857,0.975609756,0.639514925,0.295258583,0.253406857,1,0.433333333
403,waymo_raw data,1,0.076306283,0.738095238,0.285714286,0.086956522,0.547619048,0.173154046,0.355503531,0.242409675,1,0.433333333
404,waymo_raw data,1,0.233633881,0.619047619,0.452380952,0.02173913,0.952380952,0.275076497,0.376734197,0.437266403,1,0.433333333
405,waymo_raw data,1,0.064184085,0.367346939,0.244897959,0.023255814,0.755102041,0.589251821,0.614089749,0.474217214,0.901302674,0.266666667
406,waymo_raw data,1,0.055798963,0.377777778,0.222222222,0.108108108,0.777777778,0.582002007,0.604287553,0.301655485,1,0.4
407,waymo_raw data,0.024771281,0.063102178,0.480769231,0.711538462,0.108695652,1,0.375159201,0.889631889,0.816501112,0.985314546,0.266666667
408,waymo_raw data,0.421220988,0.05447573,0.948717949,0.641025641,0,1,0.230479031,0.108850376,0.853394606,1,0.733333333
409,waymo_raw data,0.009034409,0.06521929,0.076923077,0.102564103,0.081081081,0.435897436,0.228005144,0.202283001,0.314946132,1,0.016666667
410,waymo_raw data,1,0.282239296,0.641025641,0.307692308,0.166666667,0.743589744,0.319267645,0.745942912,0.011451368,0.994471976,0.6
411,waymo_raw data,1,0.194562856,0.666666667,0.314814815,0.06122449,0.685185185,0.297563736,0.432449258,0.028411409,0.853426514,0.466666667
412,waymo_raw data,0.04966796,0.170162741,0.348837209,0.372093023,0.102564103,1,0.530502092,0.324075165,0.792930168,1,0.233333333
413,waymo_raw data,0.115945684,0.199089661,0.452380952,0.642857143,0.026315789,1,0.42623039,0,0.2148683,1,0.533333333
414,waymo_raw data,1,0.209506608,0.55,0.325,0.027027027,1,0.676965243,0.276369975,0.043618959,1,0.7
415,waymo_raw data,1,0.052865729,0.581818182,0.509090909,0.230769231,0.981818182,1,0.354112037,0.466085915,0.874143217,0.566666667
416,waymo_raw data,0.342645907,0.078159787,0.55,0.175,0.24137931,1,0.325904541,0.140606747,0.419887756,1,0.266666667
417,waymo_raw data,0.035024742,1,0.490566038,0.452830189,0.042553191,1,1,0,0.461956601,1,0.366666667
418,waymo_raw data,1,0.079103354,0.769230769,0,0.023255814,0.717948718,0.397462831,0.215615161,0.946247269,1,0.233333333
419,waymo_raw data,0.018658093,0,0,0.020194482,0,0,0,0,0,0,0.016666667
420,waymo_raw data,0.092730566,0.151071809,0.5,0.523809524,0.060606061,1,0.290757017,0.117564193,0.040908721,1,0.433333333
421,waymo_raw data,1,0.240508463,0.411764706,0.529411765,0.068181818,1,0.630712233,0.92970121,0.012787983,0.951702522,0.6
422,waymo_raw data,1,1,0.43902439,0.43902439,0.051724138,0.975609756,1,0.305010309,0.439953733,0.995686347,0.866666667
423,waymo_raw data,1,0.185073914,0.411764706,0.352941176,0.026315789,1,0.479523883,0.884310234,0.918231935,0.998304708,0.533333333
424,waymo_raw data,1,0.228321627,0.489361702,0.510638298,0.219512195,0.85106383,0.229724406,0.457401644,0.228263445,0.950023463,0.6
425,waymo_raw data,0.115945684,0.335544733,0.53125,0.625,0.157894737,1,0.362086716,0,0.923228206,1,0.6
426,waymo_raw data,1,1,0.368421053,0.236842105,0.022727273,1,1,0.305583689,0.674564814,0.978929264,0.566666667
427,waymo_raw data,1,0.050488989,0.372093023,0.465116279,0.074074074,1,0.352839381,0.10961523,0.373958008,1,0.5
428,waymo_raw data,1,0.102181974,0.333333333,0.307692308,0.107142857,1,0.860880229,0.184238672,0.224063126,1,0.3
429,waymo_raw data,1,0.240268075,0.454545455,0.545454545,0.307692308,1,0.630732995,0.923112762,0.016244582,0.964079066,0.566666667
430,waymo_raw data,0.576870646,0.0624743,0.5,0.113636364,0.083333333,0.5,0.270031974,0.537776009,0.292797164,1,0.033333333
431,waymo_raw data,0.182073498,0.268474323,0.612903226,0.419354839,0.03125,1,0.127536216,0.667460199,0.50447358,1,0.633333333
432,waymo_raw data,0.200627291,1,0.435897436,0.384615385,0.162162162,0.974358974,1,0.151259805,0.302659738,1,0.266666667
433,waymo_raw data,1,1,0.575757576,0.454545455,0.161290323,0.96969697,1,0.157936153,0.353782243,1,0.633333333
434,waymo_raw data,1,0.163654137,0.610169492,0.237288136,0.268292683,1,0.736310342,0.793707147,0.999950836,0.986618937,0.4
435,waymo_raw data,1,0.071934449,0.52173913,0.086956522,0.083333333,0.260869565,0.267476527,0.30235269,0.71373213,1,0.2
436,waymo_raw data,1,0.173600256,0.5,0.452380952,0.03030303,0.976190476,1,0.41303188,0.126095536,0.973359411,0.633333333
437,waymo_raw data,1,0.109591003,0.385964912,0.280701754,0.032258065,1,0.810578184,0.236625463,0.421070999,1,0.266666667
438,waymo_raw data,1,0.191857955,0.654545455,0.309090909,0.024390244,0.690909091,0.300272541,0.311569074,0.154215214,0.897873042,0.433333333
439,waymo_raw data,1,0.223800556,0.511627907,0.23255814,0.069767442,0.697674419,0.401101469,0.486331438,0.347665902,1,0.4
440,waymo_raw data,0.315239,0.082084999,0.58974359,0.256410256,0.375,1,0.771597157,0.228853467,0.775049761,1,0.333333333
441,waymo_raw data,1,0.050488989,0.372093023,0.465116279,0.066666667,1,0.352839381,0.10961523,0.373958008,1,0.566666667
442,waymo_raw data,1,0.057786505,0.62,0.42,0.135135135,0.74,1,0.070882066,0.576840643,1,0.233333333
443,waymo_raw data,0.493092739,0.057786505,0.602409639,0.373493976,0.285714286,0.722891566,1,0.093865168,0.576840643,1,0.033333333
444,waymo_raw data,1,0.20556356,0.408163265,0.571428571,0,1,0.471654843,1,0.101690605,1,0.4
445,waymo_raw data,1,0.0501368,0.43902439,0.195121951,0.096774194,1,0.804567853,0.287153259,0.635509964,1,0.5
446,waymo_raw data,1,0.323679969,0.333333333,0.121212121,0.282051282,0.727272727,0.341073067,1,0.187609819,0.825942418,0.5
447,waymo_raw data,0.827441581,0.221130998,0.709677419,0.548387097,0.042553191,1,0.125779024,0.403187119,0.02049038,0.928672288,0.6
448,waymo_raw data,0.092730566,0.151071809,0.5,0.523809524,0.093023256,1,0.290757017,0.117564193,0.040908721,1,0.433333333
449,waymo_raw data,1,1,0.422222222,0.266666667,0,1,0.880084749,0.175293845,0.311518425,0.967550203,0.733333333
450,waymo_raw data,1,1,0.372093023,0.465116279,0,0.976744186,1,0.785396278,0.99997854,0.981246931,0.633333333
451,waymo_raw data,1,0.715338086,0.409090909,0.340909091,0.076923077,1,0.456446907,0.177789691,0.309879414,0.972887184,0.7
452,waymo_raw data,0.046735552,0.646617726,0.275862069,0.344827586,0.023809524,0.965517241,1,0.257624944,0.498510165,1,0.433333333
453,waymo_raw data,1,0.156140349,0.613636364,0.113636364,0.06122449,0.522727273,0.254884241,0.269714304,0.331252342,1,0.533333333
454,waymo_raw data,0.070045694,0.076001667,0.428571429,0.523809524,0.22,1,0.240084159,0.425878309,0.092269512,1,0.266666667
455,waymo_raw data,1,0.210978299,0.744186047,0.279069767,0.027777778,0.558139535,0.237196165,0.46805071,0.013568331,0.894335559,0.5
456,waymo_raw data,1,0.204333871,0.738095238,0.333333333,0.068181818,0.69047619,0.438030952,0.678301003,0.997494697,0.918789743,0.6
457,waymo_raw data,0.119127058,0.082002955,0.5,0.652173913,0.193548387,1,0.590157208,0.204059757,0.248970834,1,0.3
458,waymo_raw data,1,0.43911234,0.326530612,0.408163265,0.047619048,1,0.818907961,0.319110575,0.331806499,0.955329547,0.733333333
459,waymo_raw data,1,0.232468627,0.377777778,0.222222222,0.054054054,0.733333333,1,0.61877709,0.999967588,0.971196623,0.433333333
460,waymo_raw data,0.003027555,1,0.56,0.62,0.040816327,0.92,1,0.210917387,0.962178404,1,0.266666667
461,waymo_raw data,0.037475107,0.150468729,0.484848485,0.696969697,0,1,0.154335695,0.254217531,0.922245929,1,0.566666667
462,waymo_raw data,1,0.286218435,0.4375,0.1875,0.081081081,0.65625,0.548903777,0.742684869,0.006741885,0.994937405,0.633333333
463,waymo_raw data,1,0.148228541,0.461538462,0.282051282,0.068181818,0.435897436,0.187901152,0.733878063,0.751475457,1,0.533333333
464,waymo_raw data,1,0.300893168,0.5,0.342105263,0.536585366,0.842105263,0.163241106,0.835059405,0.999996623,0.986123305,0.533333333
465,waymo_raw data,0.003027555,1,0.674418605,0.558139535,0.125,0.697674419,1,0,0.641473114,1,0.4
466,waymo_raw data,1,0.731981528,0.517857143,0.357142857,0.068181818,0.839285714,0.679207547,0.904542211,0.293618794,0.947000286,0.6
467,waymo_raw data,1,0.066271191,0.475,0.3,0.047619048,0.525,0.364781175,0.503161261,0.268917018,1,0.233333333
468,waymo_raw data,0.182073498,0.310056729,0.65,0.525,0.22,0.975,1,0.486769314,0.937081406,1,0.533333333
469,waymo_raw data,1,1,0.428571429,0.30952381,0.04,0.880952381,0.204375088,0.846509937,0.006757429,1,0.566666667
470,waymo_raw data,0.105023011,0.150769967,0.442307692,0.480769231,0.217391304,1,0.600718001,0.157853239,0.077633395,1,0.433333333
471,waymo_raw data,1,0.796920782,0.520833333,0.4375,0.022222222,0.9375,1,0.974456305,0.254738479,0.976642583,0.5
472,waymo_raw data,1,0.109591003,0.385964912,0.280701754,0.189189189,1,0.810578184,0.236625463,0.042310453,1,0.233333333
473,waymo_raw data,1,0.695586433,0.354166667,0.25,0,0.979166667,0.585676892,0.965802507,0.009608752,0.973815756,0.633333333
474,waymo_raw data,0.003027555,0.052865729,0.333333333,0.212121212,0.05,0.484848485,0.943870696,0.785100038,0.991644625,1,0.233333333
475,waymo_raw data,0.067370671,0.058718526,0.285714286,0.523809524,0.071428571,1,0.660526984,0.360908502,0.073632061,1,0.3
